timestamp,sensor_id,parameter,value,unit,alert_level
19:36:25.677,SENSOR-HUMID,HUMIDITY,82.86,%,NORMAL
19:36:25.678,SENSOR-RAIN,RAINFALL,40.6,mm,CRITICAL
19:36:25.678,SENSOR-TEMP,TEMP,24.24,C,NORMAL
19:36:25.678,SENSOR-WIND,WIND,64.46,km/h,CRITICAL
19:36:25.678,SENSOR-AQI,AQI,197.1,AQI,CRITICAL
19:36:25.678,SENSOR-UV,UV_INDEX,3.02,UV,NORMAL
19:36:25.680,SENSOR-TEMP,TEMP,26.17,C,NORMAL
19:36:25.681,SENSOR-HUMID,HUMIDITY,91.17,%,CRITICAL
19:36:25.682,SENSOR-SOIL,SOIL_MOIST,54.0,%,NORMAL
19:36:25.682,SENSOR-UV,UV_INDEX,9.0,UV,CRITICAL
19:36:25.682,SENSOR-WIND,WIND,48.71,km/h,WARNING
19:36:25.682,SENSOR-AQI,AQI,27.3,AQI,NORMAL
19:36:25.683,SENSOR-RAIN,RAINFALL,27.39,mm,CRITICAL
19:36:25.684,SENSOR-AQI,AQI,120.4,AQI,WARNING
19:36:25.684,SENSOR-WIND,WIND,40.38,km/h,WARNING
19:36:25.684,SENSOR-TEMP,TEMP,18.79,C,NOTICE
19:36:25.685,SENSOR-UV,UV_INDEX,9.61,UV,CRITICAL
19:36:25.686,SENSOR-HUMID,HUMIDITY,74.27,%,NORMAL
19:36:25.686,SENSOR-TEMP,TEMP,19.72,C,NOTICE
19:36:25.687,SENSOR-SOIL,SOIL_MOIST,12.42,%,CRITICAL
19:36:25.688,SENSOR-TEMP,TEMP,22.17,C,NORMAL
19:36:25.688,SENSOR-RAIN,RAINFALL,46.19,mm,CRITICAL
19:36:25.688,SENSOR-HUMID,HUMIDITY,52.55,%,NORMAL
19:36:25.688,SENSOR-UV,UV_INDEX,8.68,UV,CRITICAL
19:36:25.689,SENSOR-AQI,AQI,70.88,AQI,NORMAL
19:36:25.689,SENSOR-SOIL,SOIL_MOIST,26.22,%,WARNING
19:36:25.689,SENSOR-WIND,WIND,66.66,km/h,CRITICAL
19:36:25.691,SENSOR-AQI,AQI,153.43,AQI,CRITICAL
19:36:25.691,SENSOR-UV,UV_INDEX,6.55,UV,WARNING
19:36:25.691,SENSOR-TEMP,TEMP,18.39,C,NOTICE
19:36:25.693,SENSOR-SOIL,SOIL_MOIST,44.63,%,NORMAL
19:36:25.693,SENSOR-UV,UV_INDEX,1.29,UV,NORMAL
19:36:25.693,SENSOR-RAIN,RAINFALL,49.57,mm,CRITICAL
19:36:25.693,SENSOR-HUMID,HUMIDITY,51.93,%,NORMAL
19:36:25.693,SENSOR-WIND,WIND,46.06,km/h,WARNING
19:36:25.695,SENSOR-HUMID,HUMIDITY,97.51,%,CRITICAL
19:36:25.695,SENSOR-WIND,WIND,34.1,km/h,WARNING
19:36:25.695,SENSOR-AQI,AQI,88.34,AQI,NORMAL
19:36:25.695,SENSOR-SOIL,SOIL_MOIST,56.97,%,NORMAL
19:36:25.696,SENSOR-TEMP,TEMP,31.61,C,NORMAL
19:36:25.697,SENSOR-SOIL,SOIL_MOIST,48.23,%,NORMAL
19:36:25.697,SENSOR-RAIN,RAINFALL,5.62,mm,NORMAL
19:36:25.697,SENSOR-AQI,AQI,176.39,AQI,CRITICAL
19:36:25.698,SENSOR-UV,UV_INDEX,0.68,UV,NORMAL
19:36:25.698,SENSOR-TEMP,TEMP,34.54,C,NORMAL
19:36:25.699,SENSOR-RAIN,RAINFALL,16.71,mm,NORMAL
19:36:25.700,SENSOR-SOIL,SOIL_MOIST,29.48,%,WARNING
19:36:25.700,SENSOR-WIND,WIND,54.31,km/h,CRITICAL
19:36:25.700,SENSOR-TEMP,TEMP,33.44,C,NORMAL
19:36:25.700,SENSOR-HUMID,HUMIDITY,77.34,%,NORMAL
19:36:25.700,SENSOR-UV,UV_INDEX,3.91,UV,NORMAL
19:36:25.702,SENSOR-AQI,AQI,35.32,AQI,NORMAL
19:36:25.702,SENSOR-TEMP,TEMP,40.73,C,CRITICAL
19:36:25.703,SENSOR-RAIN,RAINFALL,15.29,mm,NORMAL
19:36:25.703,SENSOR-UV,UV_INDEX,8.56,UV,CRITICAL
19:36:25.703,SENSOR-TEMP,TEMP,33.5,C,NORMAL
19:36:25.704,SENSOR-HUMID,HUMIDITY,38.39,%,NORMAL
19:36:25.704,SENSOR-SOIL,SOIL_MOIST,69.73,%,NORMAL
19:36:25.704,SENSOR-WIND,WIND,60.13,km/h,CRITICAL
19:36:25.705,SENSOR-AQI,AQI,199.05,AQI,CRITICAL
19:36:25.706,SENSOR-RAIN,RAINFALL,8.48,mm,NORMAL
19:36:25.706,SENSOR-UV,UV_INDEX,3.05,UV,NORMAL
19:36:25.706,SENSOR-TEMP,TEMP,29.8,C,NORMAL
19:36:25.707,SENSOR-HUMID,HUMIDITY,60.33,%,NORMAL
19:36:25.708,SENSOR-SOIL,SOIL_MOIST,39.12,%,NORMAL
19:36:25.708,SENSOR-WIND,WIND,7.0,km/h,NORMAL
19:36:25.709,SENSOR-UV,UV_INDEX,7.98,UV,WARNING
19:36:25.709,SENSOR-RAIN,RAINFALL,20.51,mm,NORMAL
19:36:25.710,SENSOR-HUMID,HUMIDITY,96.85,%,CRITICAL
19:36:25.710,SENSOR-WIND,WIND,14.61,km/h,NORMAL
19:36:25.710,SENSOR-TEMP,TEMP,40.95,C,CRITICAL
19:36:25.711,SENSOR-SOIL,SOIL_MOIST,47.63,%,NORMAL
19:36:25.711,SENSOR-AQI,AQI,112.34,AQI,WARNING
19:36:25.713,SENSOR-HUMID,HUMIDITY,36.84,%,NORMAL
19:36:25.713,SENSOR-UV,UV_INDEX,7.73,UV,WARNING
19:36:25.714,SENSOR-AQI,AQI,111.53,AQI,WARNING
19:36:25.715,SENSOR-SOIL,SOIL_MOIST,24.67,%,WARNING
19:36:25.715,SENSOR-RAIN,RAINFALL,27.38,mm,CRITICAL
19:36:25.715,SENSOR-TEMP,TEMP,21.99,C,NORMAL
19:36:25.715,SENSOR-WIND,WIND,43.83,km/h,WARNING
19:36:25.715,SENSOR-HUMID,HUMIDITY,79.57,%,NORMAL
19:36:25.717,SENSOR-WIND,WIND,61.92,km/h,CRITICAL
19:36:25.717,SENSOR-RAIN,RAINFALL,7.73,mm,NORMAL
19:36:25.717,SENSOR-AQI,AQI,25.63,AQI,NORMAL
19:36:25.718,SENSOR-UV,UV_INDEX,7.5,UV,WARNING
19:36:25.719,SENSOR-TEMP,TEMP,19.69,C,NOTICE
19:36:25.719,SENSOR-AQI,AQI,104.81,AQI,WARNING
19:36:25.719,SENSOR-SOIL,SOIL_MOIST,32.94,%,WARNING
19:36:25.720,SENSOR-UV,UV_INDEX,10.08,UV,CRITICAL
19:36:25.720,SENSOR-RAIN,RAINFALL,8.83,mm,NORMAL
19:36:25.720,SENSOR-HUMID,HUMIDITY,97.08,%,CRITICAL
19:36:25.721,SENSOR-WIND,WIND,47.82,km/h,WARNING
19:36:25.721,SENSOR-SOIL,SOIL_MOIST,66.41,%,NORMAL
19:36:25.721,SENSOR-UV,UV_INDEX,9.06,UV,CRITICAL
19:36:25.721,SENSOR-RAIN,RAINFALL,14.78,mm,NORMAL
19:36:25.723,SENSOR-AQI,AQI,84.56,AQI,NORMAL
19:36:25.723,SENSOR-TEMP,TEMP,27.56,C,NORMAL
19:36:25.723,SENSOR-WIND,WIND,66.97,km/h,CRITICAL
19:36:25.723,SENSOR-RAIN,RAINFALL,2.06,mm,NORMAL
19:36:25.725,SENSOR-HUMID,HUMIDITY,92.16,%,CRITICAL
19:36:25.725,SENSOR-SOIL,SOIL_MOIST,32.28,%,WARNING
19:36:25.725,SENSOR-TEMP,TEMP,25.08,C,NORMAL
19:36:25.726,SENSOR-AQI,AQI,73.48,AQI,NORMAL
19:36:25.726,SENSOR-UV,UV_INDEX,3.87,UV,NORMAL
19:36:25.726,SENSOR-WIND,WIND,54.4,km/h,CRITICAL
19:36:25.727,SENSOR-RAIN,RAINFALL,41.33,mm,CRITICAL
19:36:25.728,SENSOR-UV,UV_INDEX,9.71,UV,CRITICAL
19:36:25.728,SENSOR-AQI,AQI,53.86,AQI,NORMAL
19:36:25.729,SENSOR-SOIL,SOIL_MOIST,75.47,%,NORMAL
19:36:25.729,SENSOR-TEMP,TEMP,24.04,C,NORMAL
19:36:25.729,SENSOR-HUMID,HUMIDITY,55.01,%,NORMAL
19:36:25.730,SENSOR-UV,UV_INDEX,5.17,UV,NORMAL
19:36:25.730,SENSOR-RAIN,RAINFALL,15.47,mm,NORMAL
19:36:25.731,SENSOR-AQI,AQI,25.72,AQI,NORMAL
19:36:25.732,SENSOR-WIND,WIND,52.19,km/h,CRITICAL
19:36:25.732,SENSOR-TEMP,TEMP,28.91,C,NORMAL
19:36:25.734,SENSOR-SOIL,SOIL_MOIST,69.15,%,NORMAL
19:36:25.734,SENSOR-HUMID,HUMIDITY,50.13,%,NORMAL
19:36:25.734,SENSOR-UV,UV_INDEX,11.06,UV,CRITICAL
19:36:25.734,SENSOR-TEMP,TEMP,29.01,C,NORMAL
19:36:25.736,SENSOR-TEMP,TEMP,39.2,C,CRITICAL
19:36:25.736,SENSOR-WIND,WIND,24.59,km/h,NORMAL
19:36:25.736,SENSOR-AQI,AQI,91.4,AQI,NORMAL
19:36:25.736,SENSOR-RAIN,RAINFALL,26.92,mm,CRITICAL
19:36:25.737,SENSOR-HUMID,HUMIDITY,77.06,%,NORMAL
19:36:25.738,SENSOR-WIND,WIND,50.86,km/h,CRITICAL
19:36:25.738,SENSOR-UV,UV_INDEX,6.27,UV,WARNING
19:36:25.738,SENSOR-AQI,AQI,130.65,AQI,WARNING
19:36:25.739,SENSOR-SOIL,SOIL_MOIST,33.22,%,WARNING
19:36:25.740,SENSOR-WIND,WIND,14.02,km/h,NORMAL
19:36:25.741,SENSOR-SOIL,SOIL_MOIST,42.19,%,NORMAL
19:36:25.741,SENSOR-RAIN,RAINFALL,35.51,mm,CRITICAL
19:36:25.741,SENSOR-TEMP,TEMP,18.29,C,NOTICE
19:36:25.742,SENSOR-UV,UV_INDEX,9.09,UV,CRITICAL
19:36:25.742,SENSOR-HUMID,HUMIDITY,85.68,%,CRITICAL
19:36:25.743,SENSOR-SOIL,SOIL_MOIST,52.68,%,NORMAL
19:36:25.743,SENSOR-AQI,AQI,133.68,AQI,WARNING
19:36:25.744,SENSOR-RAIN,RAINFALL,15.38,mm,NORMAL
19:36:25.745,SENSOR-AQI,AQI,70.57,AQI,NORMAL
19:36:25.745,SENSOR-TEMP,TEMP,35.01,C,CRITICAL
19:36:25.745,SENSOR-UV,UV_INDEX,2.51,UV,NORMAL
19:36:25.746,SENSOR-WIND,WIND,29.42,km/h,NORMAL
19:36:25.747,SENSOR-RAIN,RAINFALL,7.79,mm,NORMAL
19:36:25.747,SENSOR-HUMID,HUMIDITY,34.03,%,NORMAL
19:36:25.747,SENSOR-UV,UV_INDEX,9.36,UV,CRITICAL
19:36:25.747,SENSOR-AQI,AQI,109.78,AQI,WARNING
19:36:25.747,SENSOR-SOIL,SOIL_MOIST,59.38,%,NORMAL
19:36:25.747,SENSOR-TEMP,TEMP,33.26,C,NORMAL
19:36:25.749,SENSOR-SOIL,SOIL_MOIST,78.08,%,NORMAL
19:36:25.749,SENSOR-WIND,WIND,42.71,km/h,WARNING
19:36:25.751,SENSOR-TEMP,TEMP,18.06,C,NOTICE
19:36:25.751,SENSOR-UV,UV_INDEX,5.86,UV,NORMAL
19:36:25.751,SENSOR-HUMID,HUMIDITY,57.68,%,NORMAL
19:36:25.751,SENSOR-AQI,AQI,126.13,AQI,WARNING
19:36:25.752,SENSOR-SOIL,SOIL_MOIST,70.34,%,NORMAL
19:36:25.753,SENSOR-RAIN,RAINFALL,19.54,mm,NORMAL
19:36:25.754,SENSOR-WIND,WIND,73.94,km/h,CRITICAL
19:36:25.754,SENSOR-SOIL,SOIL_MOIST,59.36,%,NORMAL
19:36:25.754,SENSOR-UV,UV_INDEX,10.54,UV,CRITICAL
19:36:25.755,SENSOR-HUMID,HUMIDITY,87.93,%,CRITICAL
19:36:25.756,SENSOR-AQI,AQI,198.81,AQI,CRITICAL
19:36:25.756,SENSOR-UV,UV_INDEX,1.65,UV,NORMAL
19:36:25.756,SENSOR-TEMP,TEMP,36.12,C,CRITICAL
19:36:25.757,SENSOR-RAIN,RAINFALL,30.17,mm,CRITICAL
19:36:25.757,SENSOR-HUMID,HUMIDITY,74.14,%,NORMAL
19:36:25.758,SENSOR-UV,UV_INDEX,1.87,UV,NORMAL
19:36:25.758,SENSOR-TEMP,TEMP,20.02,C,NORMAL
19:36:25.758,SENSOR-AQI,AQI,172.48,AQI,CRITICAL
19:36:25.759,SENSOR-WIND,WIND,21.8,km/h,NORMAL
19:36:25.759,SENSOR-HUMID,HUMIDITY,88.32,%,CRITICAL
19:36:25.759,SENSOR-SOIL,SOIL_MOIST,51.62,%,NORMAL
19:36:25.760,SENSOR-UV,UV_INDEX,0.3,UV,NORMAL
19:36:25.760,SENSOR-AQI,AQI,132.11,AQI,WARNING
19:36:25.760,SENSOR-RAIN,RAINFALL,34.78,mm,CRITICAL
19:36:25.761,SENSOR-WIND,WIND,54.29,km/h,CRITICAL
19:36:25.761,SENSOR-TEMP,TEMP,23.52,C,NORMAL
19:36:25.763,SENSOR-UV,UV_INDEX,1.48,UV,NORMAL
19:36:25.764,SENSOR-AQI,AQI,95.57,AQI,NORMAL
19:36:25.764,SENSOR-SOIL,SOIL_MOIST,65.66,%,NORMAL
19:36:25.764,SENSOR-HUMID,HUMIDITY,53.78,%,NORMAL
19:36:25.765,SENSOR-TEMP,TEMP,27.92,C,NORMAL
19:36:25.765,SENSOR-RAIN,RAINFALL,27.87,mm,CRITICAL
19:36:25.766,SENSOR-SOIL,SOIL_MOIST,79.59,%,NORMAL
19:36:25.766,SENSOR-WIND,WIND,57.41,km/h,CRITICAL
19:36:25.767,SENSOR-AQI,AQI,34.89,AQI,NORMAL
19:36:25.767,SENSOR-HUMID,HUMIDITY,93.18,%,CRITICAL
19:36:25.767,SENSOR-RAIN,RAINFALL,24.09,mm,NORMAL
19:36:25.769,SENSOR-UV,UV_INDEX,3.93,UV,NORMAL
19:36:25.769,SENSOR-WIND,WIND,3.08,km/h,NORMAL
19:36:25.769,SENSOR-HUMID,HUMIDITY,37.81,%,NORMAL
19:36:25.770,SENSOR-TEMP,TEMP,24.23,C,NORMAL
19:36:25.770,SENSOR-AQI,AQI,36.48,AQI,NORMAL
19:36:25.771,SENSOR-HUMID,HUMIDITY,82.16,%,NORMAL
19:36:25.771,SENSOR-RAIN,RAINFALL,36.05,mm,CRITICAL
19:36:25.771,SENSOR-WIND,WIND,36.62,km/h,WARNING
19:36:25.771,SENSOR-SOIL,SOIL_MOIST,52.92,%,NORMAL
19:36:25.773,SENSOR-TEMP,TEMP,32.73,C,NORMAL
19:36:25.774,SENSOR-UV,UV_INDEX,11.29,UV,CRITICAL
19:36:25.775,SENSOR-SOIL,SOIL_MOIST,32.2,%,WARNING
19:36:25.775,SENSOR-AQI,AQI,144.31,AQI,WARNING
19:36:25.775,SENSOR-HUMID,HUMIDITY,30.57,%,NORMAL
19:36:25.775,SENSOR-RAIN,RAINFALL,39.32,mm,CRITICAL
19:36:25.775,SENSOR-WIND,WIND,35.76,km/h,WARNING
19:36:25.776,SENSOR-TEMP,TEMP,21.9,C,NORMAL
19:36:25.777,SENSOR-SOIL,SOIL_MOIST,16.13,%,CRITICAL
19:36:25.778,SENSOR-UV,UV_INDEX,3.24,UV,NORMAL
19:36:25.778,SENSOR-HUMID,HUMIDITY,39.97,%,NORMAL
19:36:25.779,SENSOR-HUMID,HUMIDITY,51.62,%,NORMAL
19:36:25.779,SENSOR-TEMP,TEMP,22.83,C,NORMAL
19:36:25.779,SENSOR-AQI,AQI,194.72,AQI,CRITICAL
19:36:25.779,SENSOR-RAIN,RAINFALL,12.06,mm,NORMAL
19:36:25.779,SENSOR-WIND,WIND,75.19,km/h,CRITICAL
19:36:25.780,SENSOR-SOIL,SOIL_MOIST,63.25,%,NORMAL
19:36:25.781,SENSOR-TEMP,TEMP,41.74,C,CRITICAL
19:36:25.781,SENSOR-UV,UV_INDEX,2.17,UV,NORMAL
19:36:25.781,SENSOR-AQI,AQI,103.28,AQI,WARNING
19:36:25.783,SENSOR-HUMID,HUMIDITY,38.76,%,NORMAL
19:36:25.783,SENSOR-TEMP,TEMP,29.58,C,NORMAL
19:36:25.783,SENSOR-SOIL,SOIL_MOIST,22.07,%,WARNING
19:36:25.783,SENSOR-WIND,WIND,10.67,km/h,NORMAL
19:36:25.784,SENSOR-AQI,AQI,36.33,AQI,NORMAL
19:36:25.784,SENSOR-RAIN,RAINFALL,36.08,mm,CRITICAL
19:36:25.786,SENSOR-UV,UV_INDEX,5.6,UV,NORMAL
19:36:25.786,SENSOR-AQI,AQI,192.44,AQI,CRITICAL
19:36:25.786,SENSOR-TEMP,TEMP,21.65,C,NORMAL
19:36:25.787,SENSOR-HUMID,HUMIDITY,71.11,%,NORMAL
19:36:25.787,SENSOR-WIND,WIND,17.16,km/h,NORMAL
19:36:25.788,SENSOR-SOIL,SOIL_MOIST,56.21,%,NORMAL
19:36:25.788,SENSOR-AQI,AQI,115.46,AQI,WARNING
19:36:25.789,SENSOR-RAIN,RAINFALL,46.21,mm,CRITICAL
19:36:25.790,SENSOR-TEMP,TEMP,38.15,C,CRITICAL
19:36:25.790,SENSOR-SOIL,SOIL_MOIST,18.39,%,CRITICAL
19:36:25.790,SENSOR-AQI,AQI,27.39,AQI,NORMAL
19:36:25.790,SENSOR-UV,UV_INDEX,11.28,UV,CRITICAL
19:36:25.791,SENSOR-WIND,WIND,56.61,km/h,CRITICAL
19:36:25.791,SENSOR-AQI,AQI,116.18,AQI,WARNING
19:36:25.791,SENSOR-RAIN,RAINFALL,9.84,mm,NORMAL
19:36:25.792,SENSOR-SOIL,SOIL_MOIST,31.71,%,WARNING
19:36:25.792,SENSOR-TEMP,TEMP,22.57,C,NORMAL
19:36:25.792,SENSOR-UV,UV_INDEX,1.05,UV,NORMAL
19:36:25.793,SENSOR-HUMID,HUMIDITY,43.35,%,NORMAL
19:36:25.796,SENSOR-AQI,AQI,72.11,AQI,NORMAL
19:36:25.796,SENSOR-WIND,WIND,78.88,km/h,CRITICAL
19:36:25.796,SENSOR-HUMID,HUMIDITY,84.58,%,NORMAL
19:36:25.796,SENSOR-UV,UV_INDEX,4.68,UV,NORMAL
19:36:25.796,SENSOR-TEMP,TEMP,22.96,C,NORMAL
19:36:25.796,SENSOR-RAIN,RAINFALL,34.76,mm,CRITICAL
19:36:25.797,SENSOR-SOIL,SOIL_MOIST,16.84,%,CRITICAL
19:36:25.798,SENSOR-AQI,AQI,158.5,AQI,CRITICAL
19:36:25.798,SENSOR-UV,UV_INDEX,11.27,UV,CRITICAL
19:36:25.799,SENSOR-RAIN,RAINFALL,32.97,mm,CRITICAL
19:36:25.799,SENSOR-WIND,WIND,13.65,km/h,NORMAL
19:36:25.801,SENSOR-TEMP,TEMP,29.88,C,NORMAL
19:36:25.801,SENSOR-UV,UV_INDEX,7.04,UV,WARNING
19:36:25.801,SENSOR-HUMID,HUMIDITY,38.13,%,NORMAL
19:36:25.802,SENSOR-SOIL,SOIL_MOIST,37.63,%,NORMAL
19:36:25.802,SENSOR-WIND,WIND,25.74,km/h,NORMAL
19:36:25.803,SENSOR-AQI,AQI,174.61,AQI,CRITICAL
19:36:25.804,SENSOR-AQI,AQI,66.93,AQI,NORMAL
19:36:25.804,SENSOR-TEMP,TEMP,31.2,C,NORMAL
19:36:25.804,SENSOR-HUMID,HUMIDITY,34.36,%,NORMAL
19:36:25.804,SENSOR-RAIN,RAINFALL,30.36,mm,CRITICAL
19:36:25.806,SENSOR-SOIL,SOIL_MOIST,21.27,%,WARNING
19:36:25.806,SENSOR-UV,UV_INDEX,3.93,UV,NORMAL
19:36:25.806,SENSOR-WIND,WIND,60.94,km/h,CRITICAL
19:36:25.806,SENSOR-RAIN,RAINFALL,45.9,mm,CRITICAL
19:36:25.807,SENSOR-HUMID,HUMIDITY,64.87,%,NORMAL
19:36:25.807,SENSOR-AQI,AQI,58.6,AQI,NORMAL
19:36:25.807,SENSOR-TEMP,TEMP,40.03,C,CRITICAL
19:36:25.809,SENSOR-TEMP,TEMP,31.92,C,NORMAL
19:36:25.809,SENSOR-AQI,AQI,29.76,AQI,NORMAL
19:36:25.809,SENSOR-WIND,WIND,46.84,km/h,WARNING
19:36:25.810,SENSOR-HUMID,HUMIDITY,64.34,%,NORMAL
19:36:25.810,SENSOR-RAIN,RAINFALL,5.16,mm,NORMAL
19:36:25.811,SENSOR-SOIL,SOIL_MOIST,58.71,%,NORMAL
19:36:25.811,SENSOR-UV,UV_INDEX,10.65,UV,CRITICAL
19:36:25.811,SENSOR-AQI,AQI,67.92,AQI,NORMAL
19:36:25.812,SENSOR-WIND,WIND,34.44,km/h,WARNING
19:36:25.813,SENSOR-TEMP,TEMP,26.64,C,NORMAL
19:36:25.813,SENSOR-SOIL,SOIL_MOIST,45.33,%,NORMAL
19:36:25.813,SENSOR-HUMID,HUMIDITY,31.8,%,NORMAL
19:36:25.814,SENSOR-UV,UV_INDEX,4.22,UV,NORMAL
19:36:25.814,SENSOR-RAIN,RAINFALL,49.26,mm,CRITICAL
19:36:25.815,SENSOR-SOIL,SOIL_MOIST,13.29,%,CRITICAL
19:36:25.816,SENSOR-AQI,AQI,68.04,AQI,NORMAL
19:36:25.817,SENSOR-TEMP,TEMP,18.95,C,NOTICE
19:36:25.817,SENSOR-UV,UV_INDEX,1.48,UV,NORMAL
19:36:25.817,SENSOR-WIND,WIND,35.27,km/h,WARNING
19:36:25.818,SENSOR-HUMID,HUMIDITY,73.62,%,NORMAL
19:36:25.819,SENSOR-RAIN,RAINFALL,0.02,mm,NORMAL
19:36:25.819,SENSOR-UV,UV_INDEX,0.3,UV,NORMAL
19:36:25.820,SENSOR-SOIL,SOIL_MOIST,28.39,%,WARNING
19:36:25.820,SENSOR-WIND,WIND,55.74,km/h,CRITICAL
19:36:25.821,SENSOR-HUMID,HUMIDITY,78.73,%,NORMAL
19:36:25.821,SENSOR-AQI,AQI,191.17,AQI,CRITICAL
19:36:25.821,SENSOR-TEMP,TEMP,29.75,C,NORMAL
19:36:25.822,SENSOR-UV,UV_INDEX,3.82,UV,NORMAL
19:36:25.823,SENSOR-WIND,WIND,44.81,km/h,WARNING
19:36:25.823,SENSOR-HUMID,HUMIDITY,58.39,%,NORMAL
19:36:25.823,SENSOR-RAIN,RAINFALL,12.87,mm,NORMAL
19:36:25.824,SENSOR-SOIL,SOIL_MOIST,58.86,%,NORMAL
19:36:25.824,SENSOR-AQI,AQI,134.29,AQI,WARNING
19:36:25.825,SENSOR-WIND,WIND,55.22,km/h,CRITICAL
19:36:25.825,SENSOR-TEMP,TEMP,27.4,C,NORMAL
19:36:25.825,SENSOR-UV,UV_INDEX,10.22,UV,CRITICAL
19:36:25.825,SENSOR-RAIN,RAINFALL,24.97,mm,NORMAL
19:36:25.827,SENSOR-SOIL,SOIL_MOIST,77.92,%,NORMAL
19:36:25.827,SENSOR-HUMID,HUMIDITY,98.27,%,CRITICAL
19:36:25.828,SENSOR-RAIN,RAINFALL,23.7,mm,NORMAL
19:36:25.829,SENSOR-UV,UV_INDEX,10.33,UV,CRITICAL
19:36:25.829,SENSOR-HUMID,HUMIDITY,70.26,%,NORMAL
19:36:25.829,SENSOR-AQI,AQI,38.72,AQI,NORMAL
19:36:25.829,SENSOR-TEMP,TEMP,32.5,C,NORMAL
19:36:25.830,SENSOR-SOIL,SOIL_MOIST,28.56,%,WARNING
19:36:25.830,SENSOR-WIND,WIND,37.52,km/h,WARNING
19:36:25.830,SENSOR-RAIN,RAINFALL,42.59,mm,CRITICAL
19:36:25.832,SENSOR-AQI,AQI,154.58,AQI,CRITICAL
19:36:25.833,SENSOR-WIND,WIND,56.13,km/h,CRITICAL
19:36:25.833,SENSOR-TEMP,TEMP,25.23,C,NORMAL
19:36:25.834,SENSOR-UV,UV_INDEX,11.67,UV,CRITICAL
19:36:25.834,SENSOR-AQI,AQI,91.29,AQI,NORMAL
19:36:25.834,SENSOR-HUMID,HUMIDITY,83.63,%,NORMAL
19:36:25.835,SENSOR-SOIL,SOIL_MOIST,76.43,%,NORMAL
19:36:25.835,SENSOR-WIND,WIND,24.51,km/h,NORMAL
19:36:25.835,SENSOR-RAIN,RAINFALL,22.92,mm,NORMAL
19:36:25.836,SENSOR-UV,UV_INDEX,11.0,UV,CRITICAL
19:36:25.836,SENSOR-TEMP,TEMP,25.67,C,NORMAL
19:36:25.838,SENSOR-RAIN,RAINFALL,40.99,mm,CRITICAL
19:36:25.838,SENSOR-HUMID,HUMIDITY,35.06,%,NORMAL
19:36:25.839,SENSOR-WIND,WIND,42.52,km/h,WARNING
19:36:25.839,SENSOR-SOIL,SOIL_MOIST,75.28,%,NORMAL
19:36:25.839,SENSOR-AQI,AQI,126.15,AQI,WARNING
19:36:25.840,SENSOR-UV,UV_INDEX,3.43,UV,NORMAL
19:36:25.840,SENSOR-TEMP,TEMP,39.91,C,CRITICAL
19:36:25.841,SENSOR-RAIN,RAINFALL,48.65,mm,CRITICAL
19:36:25.841,SENSOR-HUMID,HUMIDITY,67.82,%,NORMAL
19:36:25.843,SENSOR-SOIL,SOIL_MOIST,48.32,%,NORMAL
19:36:25.843,SENSOR-WIND,WIND,67.33,km/h,CRITICAL
19:36:25.844,SENSOR-AQI,AQI,77.09,AQI,NORMAL
19:36:25.844,SENSOR-UV,UV_INDEX,2.24,UV,NORMAL
19:36:25.844,SENSOR-HUMID,HUMIDITY,99.92,%,CRITICAL
19:36:25.844,SENSOR-TEMP,TEMP,25.72,C,NORMAL
19:36:25.845,SENSOR-RAIN,RAINFALL,40.95,mm,CRITICAL
19:36:25.846,SENSOR-SOIL,SOIL_MOIST,20.85,%,WARNING
19:36:25.846,SENSOR-TEMP,TEMP,19.24,C,NOTICE
19:36:25.846,SENSOR-AQI,AQI,141.85,AQI,WARNING
19:36:25.847,SENSOR-HUMID,HUMIDITY,92.79,%,CRITICAL
19:36:25.847,SENSOR-WIND,WIND,34.48,km/h,WARNING
19:36:25.847,SENSOR-RAIN,RAINFALL,33.3,mm,CRITICAL
19:36:25.848,SENSOR-SOIL,SOIL_MOIST,66.89,%,NORMAL
19:36:25.848,SENSOR-TEMP,TEMP,20.6,C,NORMAL
19:36:25.849,SENSOR-UV,UV_INDEX,6.45,UV,WARNING
19:36:25.850,SENSOR-HUMID,HUMIDITY,79.6,%,NORMAL
19:36:25.850,SENSOR-RAIN,RAINFALL,32.64,mm,CRITICAL
19:36:25.850,SENSOR-TEMP,TEMP,40.88,C,CRITICAL
19:36:25.851,SENSOR-WIND,WIND,62.45,km/h,CRITICAL
19:36:25.852,SENSOR-TEMP,TEMP,18.59,C,NOTICE
19:36:25.852,SENSOR-UV,UV_INDEX,3.69,UV,NORMAL
19:36:25.852,SENSOR-SOIL,SOIL_MOIST,38.47,%,NORMAL
19:36:25.852,SENSOR-AQI,AQI,194.77,AQI,CRITICAL
19:36:25.854,SENSOR-RAIN,RAINFALL,49.48,mm,CRITICAL
19:36:25.854,SENSOR-HUMID,HUMIDITY,56.82,%,NORMAL
19:36:25.856,SENSOR-WIND,WIND,69.44,km/h,CRITICAL
19:36:25.857,SENSOR-RAIN,RAINFALL,31.66,mm,CRITICAL
19:36:25.857,SENSOR-SOIL,SOIL_MOIST,54.35,%,NORMAL
19:36:25.857,SENSOR-AQI,AQI,140.31,AQI,WARNING
19:36:25.857,SENSOR-TEMP,TEMP,41.24,C,CRITICAL
19:36:25.857,SENSOR-UV,UV_INDEX,4.22,UV,NORMAL
