date,day_name,month,month_num,year,season,hour,temperature,humidity,rainfall,wind_speed,wind_direction,aqi,heat_index,evapotranspiration,dew_point,water_deficit,alert_level,overall_status,latitude,longitude,station_id,location,source
2025-05-21,Wednesday,May,5,2025,Long Rains,12,24.6,79.0,0.0,10.0,W,52,22.19,0.45,38.54,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-05-22,Thursday,May,5,2025,Long Rains,12,16.4,88.4,0.0,5.2,NE,32,14.18,0.27,31.11,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-05-23,Friday,May,5,2025,Long Rains,12,21.8,71.1,0.0,16.5,W,38,19.23,0.49,34.01,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-05-24,Saturday,May,5,2025,Long Rains,12,22.3,69.8,3.8,6.5,SW,43,19.71,0.51,34.33,1.2,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-05-25,Sunday,May,5,2025,Long Rains,12,17.5,89.5,17.1,11.1,S,38,15.3,0.26,32.54,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-05-26,Monday,May,5,2025,Long Rains,12,19.4,70.8,44.3,10.9,NE,35,16.83,0.46,31.33,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-05-27,Tuesday,May,5,2025,Long Rains,12,25.5,77.8,0.0,10.2,N,35,23.07,0.47,39.32,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-05-28,Wednesday,May,5,2025,Long Rains,12,25.0,90.1,0.0,9.9,NW,60,22.82,0.31,41.07,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-05-29,Thursday,May,5,2025,Long Rains,12,18.7,76.3,0.0,4.9,S,48,16.24,0.41,31.53,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-05-30,Friday,May,5,2025,Long Rains,12,21.7,88.0,35.2,13.3,E,60,19.47,0.31,36.97,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-05-31,Saturday,May,5,2025,Long Rains,12,25.3,93.3,30.7,4.7,S,52,23.18,0.26,42.02,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-01,Sunday,June,6,2025,Dry (Jun-Aug),12,22.6,59.3,4.6,24.8,N,39,19.79,0.59,32.77,0.4,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-02,Monday,June,6,2025,Dry (Jun-Aug),12,26.1,59.8,7.6,24.0,NE,83,23.3,0.64,36.64,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-03,Tuesday,June,6,2025,Dry (Jun-Aug),12,16.9,69.5,5.7,16.0,SW,71,14.3,0.44,28.37,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-04,Wednesday,June,6,2025,Dry (Jun-Aug),12,18.2,61.0,0.0,24.6,S,75,15.43,0.52,28.32,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-05,Thursday,June,6,2025,Dry (Jun-Aug),12,23.1,52.9,0.0,29.2,SE,93,20.17,0.65,32.17,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-06,Friday,June,6,2025,Dry (Jun-Aug),12,18.6,66.1,0.0,21.6,N,59,15.93,0.49,29.63,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-07,Saturday,June,6,2025,Dry (Jun-Aug),12,20.9,51.4,0.0,24.5,S,81,17.94,0.62,29.55,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-08,Sunday,June,6,2025,Dry (Jun-Aug),12,24.8,83.2,11.6,15.7,W,51,22.48,0.4,39.55,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-09,Monday,June,6,2025,Dry (Jun-Aug),12,18.8,67.2,0.0,18.8,NW,72,16.15,0.48,30.04,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-10,Tuesday,June,6,2025,Dry (Jun-Aug),12,18.1,57.0,2.3,12.3,W,61,15.25,0.54,27.52,2.7,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-11,Wednesday,June,6,2025,Dry (Jun-Aug),12,21.7,55.5,0.0,17.3,NE,79,18.82,0.61,31.13,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-12,Thursday,June,6,2025,Dry (Jun-Aug),12,19.5,64.3,0.0,31.2,E,91,16.8,0.51,30.3,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-13,Friday,June,6,2025,Dry (Jun-Aug),12,16.2,66.6,0.0,16.1,N,59,13.54,0.45,27.11,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-14,Saturday,June,6,2025,Dry (Jun-Aug),12,16.2,51.5,0.0,25.4,S,104,13.24,0.54,24.55,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-15,Sunday,June,6,2025,Dry (Jun-Aug),12,23.0,70.1,0.0,29.5,SW,83,20.41,0.51,35.15,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-16,Monday,June,6,2025,Dry (Jun-Aug),12,15.5,62.8,0.0,34.6,N,54,12.77,0.47,25.7,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-17,Tuesday,June,6,2025,Dry (Jun-Aug),12,22.3,73.5,0.0,24.1,NW,60,19.78,0.47,34.99,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-18,Wednesday,June,6,2025,Dry (Jun-Aug),12,19.1,72.3,0.0,24.3,E,69,16.56,0.45,31.26,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-19,Thursday,June,6,2025,Dry (Jun-Aug),12,14.3,60.6,0.0,27.5,S,72,11.52,0.46,24.04,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-20,Friday,June,6,2025,Dry (Jun-Aug),12,25.4,55.1,0.0,8.1,NW,37,22.51,0.67,35.03,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-21,Saturday,June,6,2025,Dry (Jun-Aug),12,23.2,65.9,0.0,34.4,SE,57,20.53,0.55,34.6,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-22,Sunday,June,6,2025,Dry (Jun-Aug),12,21.1,59.8,0.0,26.0,NE,102,18.3,0.57,31.24,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-23,Monday,June,6,2025,Dry (Jun-Aug),12,21.7,71.8,0.0,23.1,S,75,19.15,0.48,34.03,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-24,Tuesday,June,6,2025,Dry (Jun-Aug),12,19.0,56.3,0.0,13.6,SW,50,16.13,0.56,28.37,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-25,Wednesday,June,6,2025,Dry (Jun-Aug),12,22.2,62.5,0.0,23.8,SW,44,19.46,0.56,32.91,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-26,Thursday,June,6,2025,Dry (Jun-Aug),12,24.1,66.2,0.0,27.5,NW,93,21.43,0.56,35.64,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-27,Friday,June,6,2025,Dry (Jun-Aug),12,19.3,57.8,0.0,22.6,E,80,16.46,0.55,28.95,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-28,Saturday,June,6,2025,Dry (Jun-Aug),12,21.3,53.1,0.0,19.7,E,52,18.37,0.62,30.28,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-29,Sunday,June,6,2025,Dry (Jun-Aug),12,20.6,67.2,0.0,14.4,S,43,17.95,0.51,32.0,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-06-30,Monday,June,6,2025,Dry (Jun-Aug),12,16.0,53.1,4.9,20.3,N,43,13.07,0.53,24.61,0.1,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-01,Tuesday,July,7,2025,Dry (Jun-Aug),12,17.7,66.2,0.0,15.7,S,55,15.03,0.47,28.67,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-02,Wednesday,July,7,2025,Dry (Jun-Aug),12,13.1,71.5,0.0,13.2,SW,61,10.54,0.38,24.56,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-03,Thursday,July,7,2025,Dry (Jun-Aug),12,18.1,63.0,0.0,39.2,S,107,15.37,0.5,28.55,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-04,Friday,July,7,2025,Dry (Jun-Aug),12,18.5,49.6,0.0,23.4,SE,88,15.5,0.59,26.68,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-05,Saturday,July,7,2025,Dry (Jun-Aug),12,23.6,52.8,0.0,12.0,SW,53,20.66,0.65,32.69,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-06,Sunday,July,7,2025,Dry (Jun-Aug),12,17.4,67.2,0.0,37.7,SW,85,14.75,0.46,28.52,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-07,Monday,July,7,2025,Dry (Jun-Aug),12,13.3,68.3,0.0,30.5,S,97,10.68,0.4,24.24,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-08,Tuesday,July,7,2025,Dry (Jun-Aug),12,18.9,58.2,0.0,27.9,N,74,16.07,0.55,28.59,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-09,Wednesday,July,7,2025,Dry (Jun-Aug),12,17.8,56.2,0.0,34.3,SW,86,14.93,0.54,27.06,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-10,Thursday,July,7,2025,Dry (Jun-Aug),12,23.6,56.6,6.5,14.6,SE,85,20.74,0.63,33.37,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-11,Friday,July,7,2025,Dry (Jun-Aug),12,22.4,69.0,0.0,21.3,N,60,19.79,0.51,34.29,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-12,Saturday,July,7,2025,Dry (Jun-Aug),12,19.2,68.7,0.0,17.5,S,43,16.58,0.48,30.74,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-13,Sunday,July,7,2025,Dry (Jun-Aug),12,18.0,49.6,0.0,10.6,SE,83,15.0,0.58,26.15,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-14,Monday,July,7,2025,Dry (Jun-Aug),12,22.6,54.7,6.8,18.2,E,89,19.7,0.63,31.95,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-15,Tuesday,July,7,2025,Dry (Jun-Aug),12,16.3,56.6,0.0,34.7,NW,85,13.44,0.52,25.52,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-16,Wednesday,July,7,2025,Dry (Jun-Aug),12,22.6,57.5,0.0,18.9,N,61,19.76,0.61,32.45,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-17,Thursday,July,7,2025,Dry (Jun-Aug),12,16.0,58.9,0.0,37.6,S,121,13.19,0.5,25.58,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-18,Friday,July,7,2025,Dry (Jun-Aug),12,16.1,66.7,0.0,20.5,E,89,13.44,0.45,27.02,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-19,Saturday,July,7,2025,Dry (Jun-Aug),12,23.3,68.7,4.0,10.0,NE,87,20.68,0.53,35.22,1.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-20,Sunday,July,7,2025,Dry (Jun-Aug),12,16.8,69.8,0.0,30.1,SW,92,14.21,0.44,28.31,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-21,Monday,July,7,2025,Dry (Jun-Aug),12,15.2,59.9,0.0,29.3,W,54,12.41,0.48,24.89,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-22,Tuesday,July,7,2025,Dry (Jun-Aug),12,18.8,66.1,0.0,11.2,W,68,16.13,0.49,29.85,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-23,Wednesday,July,7,2025,Dry (Jun-Aug),12,22.5,61.1,0.0,25.9,SW,73,19.73,0.58,32.98,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-24,Thursday,July,7,2025,Dry (Jun-Aug),12,18.9,62.5,0.0,22.0,SW,58,16.16,0.52,29.33,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-25,Friday,July,7,2025,Dry (Jun-Aug),12,23.4,51.2,0.0,37.2,SE,98,20.43,0.66,32.19,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-26,Saturday,July,7,2025,Dry (Jun-Aug),12,18.6,49.6,0.0,13.3,S,78,15.6,0.59,26.79,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-27,Sunday,July,7,2025,Dry (Jun-Aug),12,24.8,61.8,0.0,26.6,NW,60,22.05,0.61,35.6,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-28,Monday,July,7,2025,Dry (Jun-Aug),12,16.8,54.1,0.0,38.4,S,80,13.89,0.54,25.63,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-29,Tuesday,July,7,2025,Dry (Jun-Aug),12,24.0,56.5,6.8,15.5,SW,65,21.14,0.63,33.78,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-30,Wednesday,July,7,2025,Dry (Jun-Aug),12,20.8,63.7,0.0,19.8,NE,72,18.08,0.53,31.6,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-07-31,Thursday,July,7,2025,Dry (Jun-Aug),12,21.9,64.9,0.0,39.4,N,89,19.21,0.54,33.01,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-01,Friday,August,8,2025,Dry (Jun-Aug),12,17.5,48.1,0.0,32.4,SW,72,14.47,0.58,25.37,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-02,Saturday,August,8,2025,Dry (Jun-Aug),12,18.1,60.1,0.0,10.9,E,47,15.31,0.52,28.05,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-03,Sunday,August,8,2025,Dry (Jun-Aug),12,15.5,58.6,0.0,14.1,E,67,12.68,0.49,24.99,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-04,Monday,August,8,2025,Dry (Jun-Aug),12,24.4,62.9,0.0,23.7,NW,82,21.67,0.59,35.37,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-05,Tuesday,August,8,2025,Dry (Jun-Aug),12,21.4,70.6,3.4,31.9,E,55,18.82,0.49,33.48,1.6,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-06,Wednesday,August,8,2025,Dry (Jun-Aug),12,24.3,54.5,6.1,32.6,SE,41,21.4,0.65,33.74,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-07,Thursday,August,8,2025,Dry (Jun-Aug),12,22.3,59.3,0.0,15.8,SW,53,19.49,0.59,32.45,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-08,Friday,August,8,2025,Dry (Jun-Aug),12,22.7,52.2,0.0,16.1,SW,39,19.75,0.64,31.62,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-09,Saturday,August,8,2025,Dry (Jun-Aug),12,16.4,59.4,0.0,11.5,NE,55,13.6,0.5,26.1,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-10,Sunday,August,8,2025,Dry (Jun-Aug),12,19.1,62.6,0.0,11.5,SW,61,16.36,0.52,29.57,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-11,Monday,August,8,2025,Dry (Jun-Aug),12,21.1,71.0,0.0,29.0,SW,93,18.53,0.48,33.23,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-12,Tuesday,August,8,2025,Dry (Jun-Aug),12,20.6,66.0,0.0,26.5,SW,95,17.93,0.51,31.79,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-13,Wednesday,August,8,2025,Dry (Jun-Aug),12,19.7,68.2,0.0,14.5,S,54,17.07,0.49,31.2,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-14,Thursday,August,8,2025,Dry (Jun-Aug),12,19.0,58.1,5.7,26.0,NW,66,16.17,0.55,28.68,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-15,Friday,August,8,2025,Dry (Jun-Aug),12,24.3,48.5,0.0,33.4,NE,95,21.28,0.69,32.67,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-16,Saturday,August,8,2025,Dry (Jun-Aug),12,17.4,56.0,0.0,13.9,SW,55,14.53,0.54,26.6,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-17,Sunday,August,8,2025,Dry (Jun-Aug),12,20.5,70.4,0.0,11.0,NE,79,17.92,0.48,32.46,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-18,Monday,August,8,2025,Dry (Jun-Aug),12,19.3,59.7,0.0,24.3,N,53,16.5,0.54,29.28,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-19,Tuesday,August,8,2025,Dry (Jun-Aug),12,24.7,56.8,0.0,37.6,NW,103,21.84,0.64,34.59,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-20,Wednesday,August,8,2025,Dry (Jun-Aug),12,25.1,49.1,0.0,30.3,NW,82,22.09,0.7,33.63,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-21,Thursday,August,8,2025,Dry (Jun-Aug),12,18.1,53.0,4.1,23.5,NE,78,15.17,0.57,26.84,0.9,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-22,Friday,August,8,2025,Dry (Jun-Aug),12,23.0,69.3,0.0,32.3,W,111,20.4,0.52,35.0,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-23,Saturday,August,8,2025,Dry (Jun-Aug),12,22.7,62.0,0.0,12.1,E,78,19.95,0.57,33.36,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-24,Sunday,August,8,2025,Dry (Jun-Aug),12,22.7,57.9,0.0,24.7,W,39,19.87,0.6,32.63,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-25,Monday,August,8,2025,Dry (Jun-Aug),12,23.3,58.8,7.0,33.3,NW,63,20.48,0.61,33.44,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-26,Tuesday,August,8,2025,Dry (Jun-Aug),12,24.0,57.3,0.0,19.9,NE,60,21.15,0.63,33.92,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-27,Wednesday,August,8,2025,Dry (Jun-Aug),12,19.4,68.7,0.0,9.1,NE,47,16.78,0.48,30.96,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-28,Thursday,August,8,2025,Dry (Jun-Aug),12,18.3,65.9,0.0,11.5,N,85,15.63,0.48,29.27,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-29,Friday,August,8,2025,Dry (Jun-Aug),12,23.3,55.0,7.6,33.1,NW,60,20.41,0.63,32.76,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-30,Saturday,August,8,2025,Dry (Jun-Aug),12,22.0,58.7,0.0,25.3,N,109,19.18,0.59,32.02,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-08-31,Sunday,August,8,2025,Dry (Jun-Aug),12,19.7,60.5,0.0,13.8,NW,51,16.92,0.54,29.85,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-09-01,Monday,September,9,2025,Short Rains,12,25.9,55.8,3.5,24.7,SE,63,23.02,0.67,35.7,1.5,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-09-02,Tuesday,September,9,2025,Short Rains,12,20.4,72.4,0.0,12.3,NW,51,17.86,0.46,32.71,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-09-03,Wednesday,September,9,2025,Short Rains,12,21.2,78.0,0.0,5.2,S,70,18.77,0.42,34.6,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-09-04,Thursday,September,9,2025,Short Rains,12,20.8,57.0,0.0,22.4,N,39,17.95,0.58,30.42,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-09-05,Friday,September,9,2025,Short Rains,12,23.3,74.6,0.0,18.7,SW,74,20.8,0.48,36.3,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-09-06,Saturday,September,9,2025,Short Rains,12,26.3,75.4,0.0,22.8,SW,44,23.82,0.5,39.75,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2025-09-07,Sunday,September,9,2025,Short Rains,12,26.3,71.1,0.0,12.1,E,45,23.73,0.55,38.95,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
